id_solicitante,id_solicitacao_emprestimo,id_historico_banco,id_solicitante,idade,salario,situacao_imovel,tempo_trabalho,id_solicitacao_emprestimo,motivo,pontuacao,valor_total_solicitado,taxa_juros,possibilidade_inadimplencia,renda_percentual,id_historico_banco,inadiplencia_anteior,tempo_primeira_solicitacao
PmO1FveK-Z7qO,s0Bcz14E-nWeM,a2tqsUnx-ZW71,PmO1FveK-Z7qO,23,47000,Aluguel,7,s0Bcz14E-nWeM,Pagamento_debitos,D,12000,16.29,1,0.26,a2tqsUnx-ZW71,S,3
KOlmLfwB-deMs,eeLLkKAT-fCxr,Usmi0MRQ-E3sj,KOlmLfwB-deMs,36,44004,Aluguel,4,eeLLkKAT-fCxr,Pagamento_debitos,C,2000,13.61,1,0.05,Usmi0MRQ-E3sj,S,13
1EoRJ4d4-9gbP,vGfpZWOE-jjdw,OUni6ImG-A51X,1EoRJ4d4-9gbP,28,56000,Aluguel,7,vGfpZWOE-jjdw,Pagamento_debitos,F,20000,18.25,1,0.36,OUni6ImG-A51X,S,10
BcM8fH4E-dTWj,bZJSIPHJ-x7Nd,GPISsj21-0HCv,BcM8fH4E-dTWj,23,54000,Aluguel,7,bZJSIPHJ-x7Nd,"Pessoal ",D,10000,14.11,1,0.19,GPISsj21-0HCv,N,2
bqLUX4rJ-sdZY,09EZ5Ehu-fitp,6sa4MZ0s-k5Jo,bqLUX4rJ-sdZY,25,41000,Hipoteca,9,09EZ5Ehu-fitp,"Educativo ",C,5000,11.78,1,0.12,6sa4MZ0s-k5Jo,S,3
G4UNjSG9-MYnA,5hPREiyx-KPPG,9u9f4m4R-8XB9,G4UNjSG9-MYnA,28,12000,Aluguel,1,5hPREiyx-KPPG,Melhora_lar,D,1000,16.32,1,0.08,9u9f4m4R-8XB9,S,9
dQ4ZZDas-08zN,Fg5uaXT2-QfQm,PwLwSUnc-0jii,dQ4ZZDas-08zN,26,64000,Hipoteca,9,Fg5uaXT2-QfQm,Pagamento_debitos,D,8000,12.17,1,0.13,PwLwSUnc-0jii,N,4
lZcfBQdu-oQkg,jx8rGNoZ-hiyM,xjXYhpaJ-byAu,lZcfBQdu-oQkg,31,56839,Aluguel,15,jx8rGNoZ-hiyM,"Medico ",D,9000,15.33,1,0.16,xjXYhpaJ-byAu,N,6
okAmWMZ1-Lh4n,ThhIm1QC-gjeS,qu0OS78g-Mcfj,okAmWMZ1-Lh4n,34,45996,Aluguel,NULL,ThhIm1QC-gjeS,Pagamento_debitos,A,6000,14.72,NULL,0.2,qu0OS78g-Mcfj,S,4
tl1ZbrMQ-8Rh0,5yrF9m2N-AsjZ,JpTgTS4K-qihH,tl1ZbrMQ-8Rh0,40,33600,Aluguel,8,5yrF9m2N-AsjZ,"Educativo ",E,19275,14.5,1,0.57,JpTgTS4K-qihH,N,11
gQGtavqO-JtL1,2pEsKs1u-m2Q0,64hnZ2R1-McLu,gQGtavqO-JtL1,30,45063,Aluguel,7,2pEsKs1u-m2Q0,"Medico ",D,7500,15.05,1,0.17,64hnZ2R1-McLu,N,6
0pQYYw6t-ZFAY,3lGp5kB3-ozKz,BLikDpKm-pjjQ,0pQYYw6t-ZFAY,22,32244,Aluguel,2,3lGp5kB3-ozKz,"Empreendimento ",B,11100,12.21,1,0.34,BLikDpKm-pjjQ,N,3
w667UzHN-u8Km,sAXRAFhh-f0kP,07qJLgHD-9Qyi,w667UzHN-u8Km,29,30000,Hipoteca,13,sAXRAFhh-f0kP,"Pessoal ",B,9000,10.36,1,0.3,07qJLgHD-9Qyi,N,10
Wgrg0iUJ-mgcf,yX1MLX6L-RY50,1UKMBJqQ-2ZWG,Wgrg0iUJ-mgcf,31,44000,Aluguel,1,yX1MLX6L-RY50,Melhora_lar,B,10000,10.71,1,0.23,1UKMBJqQ-2ZWG,N,9
XIr31wzm-cZZK,ujyTH1kN-BBqK,H2MDBPHI-5kPb,XIr31wzm-cZZK,26,81000,Aluguel,10,ujyTH1kN-BBqK,"Empreendimento ",E,21000,16.95,1,0.26,H2MDBPHI-5kPb,N,2
Ns1xzvnB-fIOj,BGHEXHxp-NaNY,kGO9JqcK-fT7P,Ns1xzvnB-fIOj,24,33000,Aluguel,4,BGHEXHxp-NaNY,"Medico ",D,4800,14.91,1,0.15,kGO9JqcK-fT7P,S,4
oF5yFksF-XOBh,bGs3va2d-J64j,0ZtJ11nO-s4RN,oF5yFksF-XOBh,24,42000,Aluguel,9,bGs3va2d-J64j,Pagamento_debitos,E,3000,NULL,1,0.07,0ZtJ11nO-s4RN,S,3
Ta3PchXZ-D7ME,0PauvDla-Ri1m,8YZSEcih-Bwus,Ta3PchXZ-D7ME,23,19200,Aluguel,1,0PauvDla-Ri1m,"Medico ",G,6200,19.82,1,0.32,8YZSEcih-Bwus,N,3
09mgpMgg-5fif,r7rGDuT5-cZ5C,GrbIwJUv-dPC9,09mgpMgg-5fif,25,66800,Hipoteca,3,r7rGDuT5-cZ5C,Pagamento_debitos,A,12000,9.63,1,0.18,GrbIwJUv-dPC9,N,4
wrYngnD7-NhG8,l4TD4Ryt-hHue,GykEzdct-CTRq,wrYngnD7-NhG8,28,60675,Hipoteca,6,l4TD4Ryt-hHue,Pagamento_debitos,D,14000,15.62,1,0.23,GykEzdct-CTRq,S,10
cdXboRuY-RaDI,uHd178lQ-MHTF,C6714m8n-XGGk,cdXboRuY-RaDI,22,15000,Aluguel,3,uHd178lQ-MHTF,"Pessoal ",A,4950,8.9,1,0.33,C6714m8n-XGGk,N,4
Eq5LQlx7-L4eH,rBd7ihr9-dNbe,AIA4Q1UN-Nihb,Eq5LQlx7-L4eH,22,44000,Aluguel,7,rBd7ihr9-dNbe,"Educativo ",C,18000,13.57,1,0.41,AIA4Q1UN-Nihb,S,4
fuuqrxSo-XCG4,tuuBKdTu-leW2,SyWOpxoz-Jhc2,fuuqrxSo-XCG4,32,31000,Aluguel,2,tuuBKdTu-leW2,"Educativo ",D,7400,16.77,1,0.24,SyWOpxoz-Jhc2,N,6
Zzpp3lbo-S41o,77KsWlm8-jbbY,fvU6Mhi1-nXes,Zzpp3lbo-S41o,23,54000,Hipoteca,2,77KsWlm8-jbbY,"Medico ",D,7500,15.58,1,0.14,fvU6Mhi1-nXes,N,2
SG787bLu-Wr66,LRWHQP0k-Fe3n,g93M3lON-wIh2,SG787bLu-Wr66,24,51000,Hipoteca,8,LRWHQP0k-Fe3n,Pagamento_debitos,B,12000,NULL,1,0.24,g93M3lON-wIh2,N,3
gR2tnB5Y-KUic,56RsEOSq-MxkG,4bB5O40U-x99U,gR2tnB5Y-KUic,27,NULL,Aluguel,1,56RsEOSq-MxkG,"Pessoal ",B,20000,12.18,NULL,0.11,4bB5O40U-x99U,N,4
hs0uWcGt-zbcn,6qjHgyMW-tNrz,7Khy1lU1-lDw9,hs0uWcGt-zbcn,29,29780,Aluguel,2,6qjHgyMW-tNrz,"Pessoal ",D,1500,12.86,1,0.05,7Khy1lU1-lDw9,S,10
fzgB43Pd-00AW,y8qB7viQ-SEid,ZzuAcEuO-efwc,fzgB43Pd-00AW,40,8628,Propria,NULL,y8qB7viQ-SEid,Pagamento_debitos,A,2500,NULL,1,0.29,ZzuAcEuO-efwc,N,17
G7yx3X1J-YUYa,NrTWYDrq-EHmG,Wi9mpRFK-I7HE,G7yx3X1J-YUYa,25,37000,Aluguel,1,NrTWYDrq-EHmG,Pagamento_debitos,F,4200,NULL,1,0.11,Wi9mpRFK-I7HE,S,2
iwyykc7z-fc3E,bzIlyZPg-vIMx,8BTFeXUX-sv51,iwyykc7z-fc3E,28,33288,Aluguel,2,bzIlyZPg-vIMx,Pagamento_debitos,C,10800,12.09,1,0.32,8BTFeXUX-sv51,N,5
I8JKYQBG-1Bpz,SCAJUPxt-sazF,XSykDhWj-AHaK,I8JKYQBG-1Bpz,42,73100,Aluguel,4,SCAJUPxt-sazF,"Medico ",D,12000,16.77,1,0.14,XSykDhWj-AHaK,S,13
Kif10v5M-iKBr,Pv70qr19-evF1,szeWxFmy-wfCB,Kif10v5M-iKBr,21,17916,Aluguel,1,Pv70qr19-evF1,"Medico ",A,3000,6,1,0.17,szeWxFmy-wfCB,N,3
LCNRM0Pu-lqKa,kczr9Hp5-P3tE,aMiEffZW-avsL,LCNRM0Pu-lqKa,29,40404,Aluguel,4,kczr9Hp5-P3tE,"Empreendimento ",A,1800,NULL,NULL,0.04,aMiEffZW-avsL,S,3
TnfCuL66-PLlk,DBMz2h92-E0tP,FagcvXNG-TR5D,TnfCuL66-PLlk,22,30000,Aluguel,6,DBMz2h92-E0tP,"Empreendimento ",A,14000,6.99,1,0.47,FagcvXNG-TR5D,N,4
GqpteuQm-C6rJ,iTtUGkMq-AbI1,B1n4Hspg-BNNT,GqpteuQm-C6rJ,35,26400,Aluguel,2,iTtUGkMq-AbI1,Pagamento_debitos,D,6000,16.29,1,0.23,B1n4Hspg-BNNT,S,8
pS6H4cdN-mr6W,rHgOdimC-NAl9,P3nzZqhL-9iGv,pS6H4cdN-mr6W,36,180000,Outros,11,rHgOdimC-NAl9,"Pessoal ",B,20000,11.48,1,0.11,P3nzZqhL-9iGv,N,15
BGWh7OJL-U8WY,0c8KAXTU-ZS3z,b3j6G2RK-aJHe,BGWh7OJL-U8WY,22,29654,Aluguel,3,0c8KAXTU-ZS3z,"Educativo ",C,7000,14.22,1,0.24,b3j6G2RK-aJHe,N,3
BZ3NyNm3-0j9M,CK50SgA4-6edZ,iSMShc8G-ZWya,BZ3NyNm3-0j9M,24,38001,Aluguel,4,CK50SgA4-6edZ,Pagamento_debitos,A,12000,6.17,1,0.32,iSMShc8G-ZWya,N,3
EdxQFxSR-JLDl,n4alasuT-fSEw,xwEFId5T-pYWU,EdxQFxSR-JLDl,22,66000,Aluguel,6,n4alasuT-fSEw,Melhora_lar,C,8000,14.65,1,0.12,xwEFId5T-pYWU,S,4
z3Ke73sT-fY5k,hRyF4vKu-NslC,bNGX8c5e-XnK7,z3Ke73sT-fY5k,29,53313,Aluguel,13,hRyF4vKu-NslC,"Medico ",B,19850,NULL,1,0.37,bNGX8c5e-XnK7,N,7
0EgfgtnX-YOZ6,ROpQfOPU-Usfa,bMzuDPxW-xx8c,0EgfgtnX-YOZ6,27,62900,Aluguel,3,ROpQfOPU-Usfa,"Medico ",D,12000,15.95,1,0.16,bMzuDPxW-xx8c,N,9
vBrmyOzx-yirA,W5HDJDxf-Uhnv,TGvgW1nr-r60t,vBrmyOzx-yirA,24,14400,Aluguel,4,W5HDJDxf-Uhnv,"Medico ",A,4050,6.91,1,0.28,TGvgW1nr-r60t,N,4
y0bY5dNG-1p4g,N0r6xhg5-3EnN,ZRvIAK0L-4FDH,y0bY5dNG-1p4g,24,58668,Aluguel,8,N0r6xhg5-3EnN,"Medico ",D,6000,NULL,NULL,0.12,ZRvIAK0L-4FDH,S,4
KTxtL1As-YnTF,3IaMyIPR-iQFO,ya3DjJmE-bxmW,KTxtL1As-YnTF,25,46000,Hipoteca,5,3IaMyIPR-iQFO,"Medico ",B,6000,10.99,1,0.13,ya3DjJmE-bxmW,N,3
hECmPcdI-JRAi,tvRzyFbK-ujWt,2bxbIhRs-BXAL,hECmPcdI-JRAi,22,44582,Aluguel,6,tvRzyFbK-ujWt,Melhora_lar,A,3000,8.88,NULL,NULL,2bxbIhRs-BXAL,N,9
Rz3PiHG7-znqm,mjd8ZD9r-KbRM,IJyHcaHr-Pcyb,Rz3PiHG7-znqm,24,46000,Hipoteca,6,mjd8ZD9r-KbRM,Pagamento_debitos,D,12000,14.83,1,0.26,IJyHcaHr-Pcyb,S,3
Z7t6rcYf-U0LY,Cay8ScGk-QlAr,LEMAI0Tr-28yw,Z7t6rcYf-U0LY,40,52000,Aluguel,2,Cay8ScGk-QlAr,"Educativo ",F,15000,18.62,1,0.29,LEMAI0Tr-28yw,S,16
cdXwkcPn-taBM,y6pGlGEG-YBh5,bRAWXn8s-mScH,cdXwkcPn-taBM,22,31200,Hipoteca,2,y6pGlGEG-YBh5,Pagamento_debitos,A,1050,7.51,1,0.03,bRAWXn8s-mScH,N,4
rguukmTT-CTRB,iBPG5YrK-NIQq,l0ACTXtI-FJEC,rguukmTT-CTRB,22,52880,Aluguel,6,iBPG5YrK-NIQq,"Medico ",D,5000,14.59,1,0.09,l0ACTXtI-FJEC,N,4
q11Oy3be-Jrwn,emUEjqn5-KW4F,XM4dIM6r-jmZN,q11Oy3be-Jrwn,27,30000,Aluguel,3,emUEjqn5-KW4F,"Pessoal ",A,13000,7.88,1,0.43,XM4dIM6r-jmZN,N,10
iR3QQW8x-pRl7,D91CuqZi-y1EC,ecmxLfbi-I2hK,iR3QQW8x-pRl7,22,44004,Hipoteca,3,D91CuqZi-y1EC,"Empreendimento ",D,9000,14.11,1,0.2,ecmxLfbi-I2hK,S,3
EJ1TxvWZ-8N28,0FUksfHF-3Izu,flj48BKg-U81W,EJ1TxvWZ-8N28,42,101000,Hipoteca,6,0FUksfHF-3Izu,Pagamento_debitos,F,25000,16.15,1,0.25,flj48BKg-U81W,S,17
NjuwsDum-UhNX,to9OMOKT-y1Tc,zfTOtDyX-BvjN,NjuwsDum-UhNX,24,136000,Hipoteca,9,to9OMOKT-y1Tc,Pagamento_debitos,F,25000,19.13,1,0.18,zfTOtDyX-BvjN,N,3
RvLPEj8I-QQ9d,YmKUZLit-EFiL,cLO73m3o-UzWx,RvLPEj8I-QQ9d,21,19968,Aluguel,4,YmKUZLit-EFiL,"Educativo ",C,5000,NULL,1,0.25,cLO73m3o-UzWx,N,2
3gG6mKJu-AWOY,XnvfHqA0-omEn,ChbR6JXj-LX26,3gG6mKJu-AWOY,35,188000,Aluguel,4,XnvfHqA0-omEn,Pagamento_debitos,D,5000,16.49,1,0.03,ChbR6JXj-LX26,N,9
NYTXhGzG-1Fqw,hhyGhKWv-Q1Jb,Bar1DPDB-JrGe,NYTXhGzG-1Fqw,47,18000,Hipoteca,NULL,hhyGhKWv-Q1Jb,"Pessoal ",A,3000,5.42,1,0.17,Bar1DPDB-JrGe,N,12
7ePM3ODr-RZJY,AkA0uxlY-lv25,5WXLbzuH-rRxv,7ePM3ODr-RZJY,27,41000,Aluguel,11,AkA0uxlY-lv25,Pagamento_debitos,D,11000,15.33,1,0.27,5WXLbzuH-rRxv,S,7
wfNSrML3-wwJ3,oyCtxXMr-xTr2,zj39W05s-tiIt,wfNSrML3-wwJ3,40,55000,Aluguel,14,oyCtxXMr-xTr2,Melhora_lar,A,18000,7.88,1,0.33,zj39W05s-tiIt,N,14
221d6GQi-pEev,hizC1nxA-NYOz,lJRjrpw2-6b6e,221d6GQi-pEev,22,33000,Aluguel,6,hizC1nxA-NYOz,"Pessoal ",B,10000,12.42,1,0.3,lJRjrpw2-6b6e,N,3
YmEeEsDk-anjk,joaSJhmA-0yER,00dSoeyd-le7C,YmEeEsDk-anjk,22,55000,Aluguel,5,joaSJhmA-0yER,"Pessoal ",D,8000,15.31,1,0.15,00dSoeyd-le7C,N,4
uIxoAGgx-CN3g,nHJWcBpw-s2um,s6gR2ccl-OubW,uIxoAGgx-CN3g,26,35000,Aluguel,10,nHJWcBpw-s2um,"Medico ",B,12875,NULL,1,0.37,s6gR2ccl-OubW,N,2
047HzPzb-NBkZ,CXiuvUaE-YlFx,H1Lk1JZE-HnyT,047HzPzb-NBkZ,NULL,100000,Hipoteca,NULL,CXiuvUaE-YlFx,"Pessoal ",D,9000,15.37,1,0.31,H1Lk1JZE-HnyT,N,9
eetjLp3D-6DWn,g3bmE67d-9Q3z,S8rMBF74-jh2H,eetjLp3D-6DWn,22,31760,Aluguel,3,g3bmE67d-9Q3z,"Pessoal ",B,12875,12.53,1,0.41,S8rMBF74-jh2H,N,4
L40d1I7p-fZk8,usCGPbLJ-NnC8,0TCXgOoK-wdsT,L40d1I7p-fZk8,27,18000,Aluguel,3,usCGPbLJ-NnC8,"Educativo ",B,8000,10.75,1,0.44,0TCXgOoK-wdsT,N,10
B6B5cH22-Ikau,OcmSK894-rXlq,wzFcvILl-1CtG,B6B5cH22-Ikau,22,18000,Aluguel,1,OcmSK894-rXlq,"Educativo ",B,7000,10.65,1,0.39,wzFcvILl-1CtG,N,3
n7wpAG0h-nsPl,IfzUCAUl-7sFr,wXHGNSoN-Zr8D,n7wpAG0h-nsPl,42,68850,Aluguel,8,IfzUCAUl-7sFr,"Medico ",D,24250,15.58,1,0.3,wXHGNSoN-Zr8D,N,14
vFwRFl9q-3ov5,JpsWg1WT-YdwN,aXaPY7Lt-eJP6,vFwRFl9q-3ov5,41,54000,Hipoteca,6,JpsWg1WT-YdwN,"Empreendimento ",C,5000,13.23,1,0.09,aXaPY7Lt-eJP6,N,12
LHfIZcjR-wfTz,2qZpEDEz-yr9X,QJG22ucF-Eima,LHfIZcjR-wfTz,23,69000,Aluguel,8,2qZpEDEz-yr9X,"Educativo ",B,9000,9.63,1,0.13,QJG22ucF-Eima,N,4
i1wrwkJR-b2iU,W3QuCN1J-x00i,8noUtnA7-OsYa,i1wrwkJR-b2iU,29,35000,Aluguel,4,W3QuCN1J-x00i,"Medico ",A,11000,8.59,1,0.31,8noUtnA7-OsYa,N,10
runpPzbM-9KqC,2jEIkhCf-WZQd,OtMCLXEX-NAK1,runpPzbM-9KqC,23,21000,Aluguel,6,2jEIkhCf-WZQd,Pagamento_debitos,A,7500,6.91,1,0.36,OtMCLXEX-NAK1,N,4
iK8pCfXG-RbtP,0w1fJyq5-pEQn,k5RBJTx7-2iLO,iK8pCfXG-RbtP,NULL,35000,Aluguel,9,0w1fJyq5-pEQn,"Educativo ",A,7000,11.49,NULL,0.22,k5RBJTx7-2iLO,N,2
MBj3Xjl6-IFcx,Tt9AvUmL-0SoA,C5u17fYU-Q7fi,MBj3Xjl6-IFcx,36,55200,Aluguel,3,Tt9AvUmL-0SoA,"Medico ",D,9900,14.84,1,0.18,C5u17fYU-Q7fi,S,13
E7TTiZzU-cjFT,MLc0tMZi-hPy2,2fp6mkJc-YSOh,E7TTiZzU-cjFT,25,47052,Aluguel,5,MLc0tMZi-hPy2,"Educativo ",B,21250,10.99,1,0.45,2fp6mkJc-YSOh,N,2
TOFrsAtE-CJx2,RckvyQQt-Y1vY,a7G7hZAy-b85q,TOFrsAtE-CJx2,22,89250,Hipoteca,3,RckvyQQt-Y1vY,"Medico ",B,25000,12.53,1,0.24,a7G7hZAy-b85q,N,4
XfAfEp9B-iNX2,mzIYKdjB-RhQD,tMJZ4QMB-59uE,XfAfEp9B-iNX2,28,34000,Hipoteca,2,mzIYKdjB-RhQD,"Medico ",B,8000,12.69,1,0.24,tMJZ4QMB-59uE,N,9
FD9x8F9X-RsoI,Qbvl7csq-fLUv,CDuDyx4S-bBme,FD9x8F9X-RsoI,36,52000,Hipoteca,11,Qbvl7csq-fLUv,"Pessoal ",B,1500,11.36,1,0.03,CDuDyx4S-bBme,N,17
8pf45GZl-3ssB,126fAzmb-C4dA,xsnOXe1Q-XhAO,8pf45GZl-3ssB,23,37700,Hipoteca,7,126fAzmb-C4dA,Pagamento_debitos,A,10000,9.63,1,0.27,xsnOXe1Q-XhAO,N,3
kUjhdMHH-Khta,QwGOUHeU-1g6h,hnQ8MCTU-FfQw,kUjhdMHH-Khta,27,39996,Aluguel,5,QwGOUHeU-1g6h,"Medico ",D,9600,NULL,1,0.24,hnQ8MCTU-FfQw,N,9
Qx7CHOxJ-wLF2,9YLF9FgA-Mpbi,ZCf4LWzi-8ZNp,Qx7CHOxJ-wLF2,24,24000,Aluguel,NULL,9YLF9FgA-Mpbi,Melhora_lar,B,2000,12.69,1,0.08,ZCf4LWzi-8ZNp,N,2
aEP1J13c-EECv,rvS5A6p2-TnBo,FT7qPBak-r0Nc,aEP1J13c-EECv,45,82800,Aluguel,4,rvS5A6p2-TnBo,"Educativo ",C,25000,12.87,1,0.3,FT7qPBak-r0Nc,S,14
JQojSx7A-4a4k,nCz7bxhP-wXpZ,6ncHYQ6w-T0cr,JQojSx7A-4a4k,30,44500,Aluguel,2,nCz7bxhP-wXpZ,"Medico ",E,13000,16.32,1,0.29,6ncHYQ6w-T0cr,N,6
ZrrZPWl1-r1Yt,iLCGLbLJ-aLOj,CsPwoZ50-eOGx,ZrrZPWl1-r1Yt,22,31000,Aluguel,5,iLCGLbLJ-aLOj,"Pessoal ",B,14500,11.58,1,0.47,CsPwoZ50-eOGx,N,3
9WUqifsD-gKAX,ta6j5dJY-FAhj,w1IxJwtQ-1mM0,9WUqifsD-gKAX,25,54000,Hipoteca,NULL,ta6j5dJY-FAhj,Pagamento_debitos,D,10000,16.89,1,0.19,w1IxJwtQ-1mM0,S,2
K7OJ2WlK-JNAf,voll6GcU-oPtU,PcPnvSKe-jYTy,K7OJ2WlK-JNAf,28,20000,Aluguel,4,voll6GcU-oPtU,"Medico ",B,8000,12.42,1,0.4,PcPnvSKe-jYTy,N,8
xuJzYOEn-HQn5,YLTixmBX-t6q1,6SIt39zD-YHpc,xuJzYOEn-HQn5,21,31200,Aluguel,1,YLTixmBX-t6q1,"Educativo ",D,6000,16.89,1,0.19,6SIt39zD-YHpc,S,4
au2glRpf-qg0M,zSMXANrq-vwhI,nHqWgBoS-Ue77,au2glRpf-qg0M,41,32004,Aluguel,2,zSMXANrq-vwhI,Melhora_lar,D,1500,14.74,1,0.05,nHqWgBoS-Ue77,N,17
7HCP9Fzf-SwJU,nHSFCjv9-biv7,8d4l9AUz-KDHF,7HCP9Fzf-SwJU,29,61455,Hipoteca,1,nHSFCjv9-biv7,"Medico ",F,10000,18.09,1,0.14,8d4l9AUz-KDHF,N,9
6cgfrumD-utcY,i9sdtzHz-cNxw,PjrI4qul-DBdC,6cgfrumD-utcY,23,47000,Aluguel,1,i9sdtzHz-cNxw,"Empreendimento ",E,25000,17.93,1,0.53,PjrI4qul-DBdC,N,2
76BssA4Z-Dyyk,kJdP9Nds-b2Em,CjtwmZtT-JHdN,76BssA4Z-Dyyk,33,34000,Hipoteca,8,kJdP9Nds-b2Em,Melhora_lar,D,6000,14.11,1,0.18,CjtwmZtT-JHdN,N,9
2hNdneQX-sHTY,Y7Ajt2Uz-IK7f,Hlp37EUX-zp5s,2hNdneQX-sHTY,26,39996,Aluguel,10,Y7Ajt2Uz-IK7f,"Medico ",C,15000,13.06,1,0.38,Hlp37EUX-zp5s,S,3
ew6wDIH6-wASu,wpviscKM-E4C7,s6fPRDAo-bGRY,ew6wDIH6-wASu,26,78000,Hipoteca,10,wpviscKM-E4C7,"Educativo ",A,10000,9.63,1,0.13,s6fPRDAo-bGRY,N,4
c6jX0hf2-vixp,YbfQTMNT-hW4o,orlOEMdp-ehzs,c6jX0hf2-vixp,28,51000,Hipoteca,1,YbfQTMNT-hW4o,"Pessoal ",A,4775,7.49,1,0.09,orlOEMdp-ehzs,N,6
Wi5zd1r3-I4bx,HdH2clpv-n9dL,lKX1N56Y-0eBo,Wi5zd1r3-I4bx,22,41000,Aluguel,5,HdH2clpv-n9dL,"Empreendimento ",A,14000,NULL,1,0.34,lKX1N56Y-0eBo,N,3
vDCGRT2r-dkp7,9KktENuU-do6A,0mbaNBDy-WkN8,vDCGRT2r-dkp7,21,83000,Hipoteca,5,9KktENuU-do6A,"Pessoal ",C,15000,12.84,1,0.18,0mbaNBDy-WkN8,S,4
gwqvNlOC-eui7,wNoFUgcz-H52r,t9l5GJ0G-6XxG,gwqvNlOC-eui7,28,54400,Hipoteca,12,wNoFUgcz-H52r,"Medico ",C,18000,12.99,1,0.28,t9l5GJ0G-6XxG,S,8
fQ2DEIXq-r92I,t9H3MsRD-x4pt,n9s7LZjw-mFfu,fQ2DEIXq-r92I,29,45000,Aluguel,9,t9H3MsRD-x4pt,"Pessoal ",B,14000,12.69,1,0.31,n9s7LZjw-mFfu,N,5
xjyBNsTY-vSOo,Wh0rRrwn-2Lks,N58W4kpE-uu8g,xjyBNsTY-vSOo,30,24000,Aluguel,14,Wh0rRrwn-2Lks,"Educativo ",B,5000,11.11,1,0.21,N58W4kpE-uu8g,N,9
LiNQJ4Ph-k4Zb,ehnT0sE6-iIv0,NdX0HMsZ-S0pJ,LiNQJ4Ph-k4Zb,29,34900,Aluguel,2,ehnT0sE6-iIv0,"Medico ",B,11200,9.99,1,0.32,NdX0HMsZ-S0pJ,N,10
Fq62KEaz-3xZS,oE7OxjOb-M0os,3oTt3H7Y-zvaJ,Fq62KEaz-3xZS,25,69000,Aluguel,5,oE7OxjOb-M0os,Melhora_lar,A,8500,6.92,1,0.12,3oTt3H7Y-zvaJ,N,4
gA6cl68P-MvfN,JsTpSGjh-bt3U,d2sFkALG-zWmL,gA6cl68P-MvfN,33,44400,Hipoteca,3,JsTpSGjh-bt3U,"Medico ",C,2000,14.22,1,0.05,d2sFkALG-zWmL,S,6
LxAHWzNu-ulAq,wpM16PEr-wA6R,9JwZhTCT-7BlE,LxAHWzNu-ulAq,34,30000,Aluguel,2,wpM16PEr-wA6R,Melhora_lar,A,12000,8.9,1,0.4,9JwZhTCT-7BlE,N,8
SYDenLf9-vQ1l,FkFWIb1X-Iyqa,Ct34wXQD-r3YL,SYDenLf9-vQ1l,25,78000,Hipoteca,9,FkFWIb1X-Iyqa,Pagamento_debitos,D,8000,16,1,0.1,Ct34wXQD-r3YL,N,2
sivxvMRL-1mU1,Fn8ZoQo7-uJ56,okv16GaO-5WCN,sivxvMRL-1mU1,31,73000,Hipoteca,4,Fn8ZoQo7-uJ56,Pagamento_debitos,F,16000,19.41,1,0.22,okv16GaO-5WCN,N,7
EToqO29t-oDLs,chTF8S8o-U89t,wQLFjqjt-ixjY,EToqO29t-oDLs,45,60000,Aluguel,4,chTF8S8o-U89t,"Educativo ",B,25000,9.99,1,0.42,wQLFjqjt-ixjY,N,14
GAu2k0pS-mN1Y,NkhwLaaW-HStB,DxY4Bi11-aGrQ,GAu2k0pS-mN1Y,25,78000,Aluguel,4,NkhwLaaW-HStB,Pagamento_debitos,D,15000,NULL,1,0.19,DxY4Bi11-aGrQ,S,4
4lNQthCs-Rn6t,TnABWQ2t-uuQr,UAFHziCy-gaju,4lNQthCs-Rn6t,27,100000,Aluguel,1,TnABWQ2t-uuQr,Pagamento_debitos,C,35000,16.11,1,0.35,UAFHziCy-gaju,N,9
64GC8sga-hUtu,F6wk54LN-Wi9k,HhzQdFkd-u5JW,64GC8sga-hUtu,23,57800,Aluguel,2,F6wk54LN-Wi9k,"Medico ",B,6000,10.99,1,0.09,HhzQdFkd-u5JW,N,4
Nvnm9CTH-C7k2,IcetrJpU-E9fw,LkP2tik3-sSnx,Nvnm9CTH-C7k2,28,127500,Hipoteca,5,IcetrJpU-E9fw,"Medico ",E,20000,17.04,1,0.13,LkP2tik3-sSnx,S,8
ZEcQ54U1-1bpc,0tK2BFBR-1mRw,K3sEqfAQ-p9Ho,ZEcQ54U1-1bpc,29,20688,Aluguel,NULL,0tK2BFBR-1mRw,"Pessoal ",A,10400,8.49,1,0.5,K3sEqfAQ-p9Ho,N,9
QIcE4EK8-hpdK,5tPYSIag-8C31,hugLbBZl-xKD5,QIcE4EK8-hpdK,25,32200,Aluguel,1,5tPYSIag-8C31,"Empreendimento ",D,10000,16.77,1,0.31,hugLbBZl-xKD5,S,4
eIfmPq9U-BH5t,sWEO2WMp-xkXf,3jWRLXi7-7pfB,eIfmPq9U-BH5t,23,32900,Aluguel,1,sWEO2WMp-xkXf,"Educativo ",D,20000,16,1,0.61,3jWRLXi7-7pfB,N,2
SOnjLAUo-JAyL,2oTbYTcH-NPUt,ruJQTS6X-e79F,SOnjLAUo-JAyL,29,42000,Aluguel,5,2oTbYTcH-NPUt,"Pessoal ",B,15000,10.99,1,0.36,ruJQTS6X-e79F,N,9
